mayo_bench_MAYO_1
KeyGen cycles, 43, 1427, 4474, 17, 258, 71407, 29064, 328, 347
KeyGen cycles, 57, 1765, 2927, 15, 63, 69942, 32548, 924, 384
KeyGen cycles, 56, 1703, 3315, 17, 64, 68847, 29839, 281, 277
KeyGen cycles, 54, 1279, 2268, 16, 47, 97293, 28064, 203, 275
KeyGen cycles, 45, 2011, 1692, 16, 51, 59040, 25346, 240, 263
KeyGen cycles, 55, 1121, 1644, 16, 52, 120502, 30413, 284, 281
KeyGen cycles, 43, 622, 1864, 17, 51, 62186, 31839, 205, 265
KeyGen cycles, 43, 501, 1664, 17, 51, 61985, 27452, 220, 259
KeyGen cycles, 43, 550, 2404, 16, 51, 58570, 25463, 275, 261
KeyGen cycles, 53, 523, 1651, 18, 52, 58900, 33975, 207, 259
KeyGen cycles, 43, 542, 3385, 16, 53, 70051, 27429, 228, 271
KeyGen cycles, 41, 546, 1583, 18, 50, 104074, 31469, 244, 282
KeyGen cycles, 46, 564, 2168, 18, 51, 63158, 33236, 1053, 347
KeyGen cycles, 150, 1144, 2929, 18, 52, 75715, 37007, 291, 591
KeyGen cycles, 82, 2342, 3104, 16, 56, 107825, 31358, 234, 271
KeyGen cycles, 43, 1414, 3069, 16, 52, 63705, 39885, 279, 261
KeyGen cycles, 45, 501, 2751, 16, 50, 62533, 38979, 204, 273
